"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RZ22EYCP","journalArticle","2020","Boateng, Ernest Yeboah; Otoo, Joseph; Abaye, Daniel A.","Basic Tenets of Classification Algorithms K-Nearest-Neighbor, Support Vector Machine, Random Forest and Neural Network: A Review","Journal of Data Analysis and Information Processing","","2327-7211, 2327-7203","10.4236/jdaip.2020.84020","https://www.scirp.org/journal/paperinformation?paperid=104256","In this paper, sixty-eight research articles published between 2000 and 2017 as well as textbooks which employed four classification algorithms: K-NearestNeighbor (KNN), Support Vector Machines (SVM), Random Forest (RF) and Neural Network (NN) as the main statistical tools were reviewed. The aim was to examine and compare these nonparametric classification methods on the following attributes: robustness to training data, sensitivity to changes, data fitting, stability, ability to handle large data sizes, sensitivity to noise, time invested in parameter tuning, and accuracy. The performances, strengths and shortcomings of each of the algorithms were examined, and finally, a conclusion was arrived at on which one has higher performance. It was evident from the literature reviewed that RF is too sensitive to small changes in the training dataset and is occasionally unstable and tends to overfit in the model. KNN is easy to implement and understand but has a major drawback of becoming significantly slow as the size of the data in use grows, while the ideal value of K for the KNN classifier is difficult to set. SVM and RF are insensitive to noise or overtraining, which shows their ability in dealing with unbalanced data. Larger input datasets will lengthen classification times for NN and KNN more than for SVM and RF. Among these nonparametric classification methods, NN has the potential to become a more widely used classification algorithm, but because of their time-consuming parameter tuning procedure, high level of complexity in computational processing, the numerous types of NN architectures to choose from and the high number of algorithms used for training, most researchers recommend SVM and RF as easier and wieldy used methods which repeatedly achieve results with high accuracies and are often faster to implement.","2020","2026-06-16 13:50:01","2026-06-16 13:50:01","2026-06-16 13:50:01","341-357","","04","08","","JDAIP","Basic Tenets of Classification Algorithms K-Nearest-Neighbor, Support Vector Machine, Random Forest and Neural Network","","","","","","","en","http://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\IX6MFB6T\Boateng et al. - 2020 - Basic Tenets of Classification Algorithms K-Nearest-Neighbor, Support Vector Machine, Random Forest.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G47QSTWW","journalArticle","2021","Pinto Dos Santos, Daniel; Dietzel, Matthias; Baessler, Bettina","A decade of radiomics research: are images really data or just patterns in the noise?","European Radiology","","0938-7994, 1432-1084","10.1007/s00330-020-07108-w","https://link.springer.com/10.1007/s00330-020-07108-w","Key Points                            • Although radiomics is potentially a promising approach to analyze medical image data, many pitfalls need to be considered to avoid a reproducibility crisis.                                         • There is a translation gap in radiomics research, with many studies being published but so far little to no translation into clinical practice.                                         • Going forward, more studies with higher levels of evidence are needed, ideally also focusing on prospective studies with relevant clinical impact.","2021-01","2026-06-16 13:50:03","2026-06-16 13:50:03","2026-06-16 13:50:03","1-4","","1","31","","Eur Radiol","A decade of radiomics research","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\MSH4XAGW\Pinto Dos Santos et al. - 2021 - A decade of radiomics research are images really data or just patterns in the noise.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQQKIJDT","journalArticle","2023","A. Asiri, Abdullah; Khan, Bilal; Muhammad, Fazal; Ur Rahman, Shams; A. Alshamrani, Hassan; A. Alshamrani, Khalaf; Irfan, Muhammad; F. Alqhtani, Fawaz","Machine Learning-Based Models for Magnetic Resonance Imaging (MRI)-Based Brain Tumor Classification","Intelligent Automation & Soft Computing","","1079-8587","10.32604/iasc.2023.032426","https://www.techscience.com/iasc/v36n1/50022","In the medical profession, recent technological advancements play an essential role in the early detection and categorization of many diseases that cause mortality. The technique rising on daily basis for detecting illness in magnetic resonance through pictures is the inspection of humans. Automatic (computerized) illness detection in medical imaging has found you the emergent region in several medical diagnostic applications. Various diseases that cause death need to be identiﬁed through such techniques and technologies to overcome the mortality ratio. The brain tumor is one of the most common causes of death. Researchers have already proposed various models for the classiﬁcation and detection of tumors, each with its strengths and weaknesses, but there is still a need to improve the classiﬁcation process with improved efﬁciency. However, in this study, we give an in-depth analysis of six distinct machine learning (ML) algorithms, including Random Forest (RF), Naïve Bayes (NB), Neural Networks (NN), CN2 Rule Induction (CN2), Support Vector Machine (SVM), and Decision Tree (Tree), to address this gap in improving accuracy. On the Kaggle dataset, these strategies are tested using classiﬁcation accuracy, the area under the Receiver Operating Characteristic (ROC) curve, precision, recall, and F1 Score (F1). The training and testing process is strengthened by using a 10-fold crossvalidation technique. The results show that SVM outperforms other algorithms, with 95.3% accuracy.","2023","2026-06-16 13:50:04","2026-06-16 13:50:04","2026-06-16 13:50:04","299-312","","1","36","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\ETJL7LTK\A. Asiri et al. - 2023 - Machine Learning-Based Models for Magnetic Resonance Imaging (MRI)-Based Brain Tumor Classification.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJ6335I2","journalArticle","2023","Uvaneshwari, M.; Baskar, M.","Computer-Aided Diagnosis Model Using Machine Learning for Brain Tumor Detection and Classification","Computer Systems Science and Engineering","","0267-6192","10.32604/csse.2023.035455","https://www.techscience.com/csse/v46n2/51644","The Brain Tumor (BT) is created by an uncontrollable rise of anomalous cells in brain tissue, and it consists of 2 types of cancers they are malignant and benign tumors. The benevolent BT does not affect the neighbouring healthy and normal tissue; however, the malignant could affect the adjacent brain tissues, which results in death. Initial recognition of BT is highly signiﬁcant to protecting the patient’s life. Generally, the BT can be identiﬁed through the magnetic resonance imaging (MRI) scanning technique. But the radiotherapists are not offering effective tumor segmentation in MRI images because of the position and unequal shape of the tumor in the brain. Recently, ML has prevailed against standard image processing techniques. Several studies denote the superiority of machine learning (ML) techniques over standard techniques. Therefore, this study develops novel brain tumor detection and classiﬁcation model using met heuristic optimization with machine learning (BTDC-MOML) model. To accomplish the detection of brain tumor effectively, a Computer-Aided Design (CAD) model using Machine Learning (ML) technique is proposed in this research manuscript. Initially, the input image pre-processing is performed using Gaborﬁltering (GF) based noise removal, contrast enhancement, and skull stripping. Next, mayﬂy optimization with the Kapur’s thresholding based segmentation process takes place. For feature extraction proposes, local diagonal extreme patterns (LDEP) are exploited. At last, the Extreme Gradient Boosting (XGBoost) model can be used for the BT classiﬁcation process. The accuracy analysis is performed in terms of Learning accuracy, and the validation accuracy is performed to determine the efﬁciency of the proposed research work. The experimental validation of the proposed model demonstrates its promising performance over other existing methods.","2023","2026-06-16 13:50:06","2026-06-16 13:50:06","2026-06-16 13:50:06","1811-1826","","2","46","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\8KYECM3Y\Uvaneshwari and Baskar - 2023 - Computer-Aided Diagnosis Model Using Machine Learning for Brain Tumor Detection and Classification.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7JSB496","journalArticle","2024","Basthikodi, Mustafa; Chaithrashree, M.; Ahamed Shafeeq, B. M.; Gurpur, Ananth Prabhu","Enhancing multiclass brain tumor diagnosis using SVM and innovative feature extraction techniques","Scientific Reports","","2045-2322","10.1038/s41598-024-77243-7","https://www.nature.com/articles/s41598-024-77243-7","In the field of medical imaging, accurately classifying brain tumors remains a significant challenge because of the visual similarities among different tumor types. This research addresses the challenge of multiclass categorization by employing Support Vector Machine (SVM) as the core classification algorithm and analyzing its performance in conjunction with feature extraction techniques such as Histogram of Oriented Gradients (HOG) and Local Binary Pattern (LBP), as well as the dimensionality reduction technique, Principal Component Analysis (PCA). The study utilizes a dataset sourced from Kaggle, comprising MRI images classified into four classes, with images captured from various anatomical planes. Initially, the SVM model alone attained an accuracy(acc_val) of 86.57% on unseen test data, establishing a baseline for performance. To enhance this, PCA was incorporated for dimensionality reduction, which improved the acc_val to 94.20%, demonstrating the effectiveness of reducing feature dimensionality in mitigating overfitting and enhancing model generalization. Further performance gains were realized by applying feature extraction techniques—HOG and LBP—in conjunction with SVM, resulting in an acc_val of 95.95%. The most substantial improvement was observed when combining SVM with both HOG, LBP, and PCA, achieving an impressive acc_val of 96.03%, along with an F1 score(F1_val) of 96.00%, precision(prec_val) of 96.02%, and recall(rec_val) of 96.03%. This approach will not only improves categorization performance but also improves efficacy of computation, making it a robust and effective method for multiclass brain tumor prediction.","2024-10-29","2026-06-16 13:50:08","2026-06-16 13:50:08","2026-06-16 13:50:08","26023","","1","14","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\3NKJ66F8\Basthikodi et al. - 2024 - Enhancing multiclass brain tumor diagnosis using SVM and innovative feature extraction techniques.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQ9NEVL9","journalArticle","2024","Kumar, Krishan; Jyoti, Kiran; Kumar, Krishan","Machine learning for brain tumor classification: evaluating feature extraction and algorithm efficiency","Discover Artificial Intelligence","","2731-0809","10.1007/s44163-024-00214-4","https://link.springer.com/10.1007/s44163-024-00214-4","Uncontrolled fast cell growth causes brain tumors, posing a significant threat to global health and leading to millions of deaths annually. Early cancer detection is crucial to save lives. The purpose of this study is to investigates the capability of machine learning algorithms and feature extraction methods to detection and classification of brain tumors. We implemented six machine learning algorithms and three features extraction methods, including Image Loading, HOG, and LBP. The objective of this study is to identify best combination of machine learning and features extraction method for brain tumor detection and classification. This study utilized two Brain Tumor MRI Datasets downloaded from Kaggle. Our analysis revealed that Random Forest emerged as the most effective classifier by achieving an accuracy of 99% with image loading feature extraction method based on different metrics, closely followed by SVM and Logistic Regression. However, performance varied with KNN, Naive Bayes, and Decision Tree, highlighting the importance of tailored approaches for optimal classification accuracy. Further optimization and experimentation are crucial for improving algorithm performance in real-world applications of brain tumor classification. A case study with interpretable machine learning is also presented in the paper.","2024-12-19","2026-06-16 13:50:09","2026-06-16 13:50:10","2026-06-16 13:50:09","112","","1","4","","Discov Artif Intell","Machine learning for brain tumor classification","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\K8YFH8FT\Kumar et al. - 2024 - Machine learning for brain tumor classification evaluating feature extraction and algorithm efficie.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2848CEZU","journalArticle","2022","Muthaiyan, R.; Malleswaran, M.","Bendlets and Ensemble Learning Based MRI Brain Classification System","Intelligent Automation & Soft Computing","","1079-8587","10.32604/iasc.2022.024635","https://www.techscience.com/iasc/v33n2/46779","Brain tumours are composed of cells where the growth is unrestrained. Though the incidence rate is lower, it is a serious threatening disease to human lives. For effective treatment, an accurate and quick method to classify Magnetic Resonance Imaging (MRI) is required. To identify the meaningful patterns and to interpret images, pattern recognition algorithms are developed. In this work, an extension of Shearlet transform named Bendlets is employed to interpret MRI images and decision making is done by ensemble learning using k-Nearest Neighbor (kNN), Naive Bayesian and Support Vector Machine (SVM) classiﬁers. The Bendlet and Ensemble Learning (BEL) based system utilizes Bendlet Co-Occurrence Features (BCFs) and Histograms of Positive and Negative Bendlet Coefﬁcients (HPBC & HNBC) from the dominant sub-band as texture descriptors. The rate of classiﬁcation by the BEL system for the 200 images from REpository of Molecular BRAin Neoplasia DaTa (REMBRANDT) is 99.5% at the initial stage (normal/abnormal classiﬁcation) and 99% at the ﬁnal stage (low-risk/high-risk classiﬁcation). Based on the results, the implementation of BEL system could provide continuous monitoring of the progress of brain tumour very effectively and also offers a real-time response.","2022","2026-06-16 13:50:12","2026-06-16 13:50:12","2026-06-16 13:50:12","891-907","","2","33","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\XRL45AA3\Muthaiyan and Malleswaran - 2022 - Bendlets and Ensemble Learning Based MRI Brain Classification System.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDBH9TBK","journalArticle","2023","B. Sahaai, Madona; R. Jothilakshmi, G.; Praveen, E.; Hemath Kumar, V.","Multi Class Brain Cancer Prediction System Empowered with BRISK Descriptor","Intelligent Automation & Soft Computing","","1079-8587","10.32604/iasc.2023.032256","https://www.techscience.com/iasc/v36n2/51130","Magnetic Resonance Imaging (MRI) is one of the important resources for identifying abnormalities in the human brain. This work proposes an effective Multi-Class Classiﬁcation (MCC) system using Binary Robust Invariant Scalable Keypoints (BRISK) as texture descriptors for effective classiﬁcation. At ﬁrst, the potential Region Of Interests (ROIs) are detected using features from the accelerated segment test algorithm. Then, non-maxima suppression is employed in scale space based on the information in the ROIs. The discriminating power of BRISK is examined using three machine learning classiﬁers such as k-Nearest Neighbour (kNN), Support Vector Machine (SVM) and Random Forest (RF). An MCC system is developed which classiﬁes the MRI images into normal, glioma, meningioma and pituitary. A total of 3264 MRI brain images are employed in this study to evaluate the proposed MCC system. Results show that the average accuracy of the proposed MCC-RF based system is 99.62% with a sensitivity of 99.16% and speciﬁcity of 99.75%. The average accuracy of the MCC-kNN system is 93.65% and 97.59% by the MCC-SVM based system.","2023","2026-06-16 13:50:13","2026-06-16 13:50:14","2026-06-16 13:50:13","1507-1521","","2","36","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\RMPBQW86\B. Sahaai et al. - 2023 - Multi Class Brain Cancer Prediction System Empowered with BRISK Descriptor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MGL488HX","journalArticle","2022","Pattanaik, Baby; Anitha, Komma; Rathore, Shanti; Biswas, Preesat; Sethy, Prabira; Behera, Santi","Brain tumor magnetic resonance images classification based machine learning paradigms","Współczesna Onkologia","","1428-2526","10.5114/wo.2023.124612","https://www.termedia.pl/doi/10.5114/wo.2023.124612","Introduction: Cancer of the nervous system is one of the most common types of cancer in the world and mostly due to presence of a tumour in the brain. The symptoms and severity of the brain tumour depend on its location. The tumour within the brain may develop from nerves, dura (meningioma), pituitary gland (pituitary adenoma), or from the brain tissue itself (glioma). Material and methods: In this study we proposed a feature engineering approach for classification magnetic resonance imaging (MRI) of 3 kinds of most common brain tumour, i.e. glioma, meningioma, pituitary, and no-tumour. Here 5 machine learning classifiers were used, i.e. support vector machine, K-nearest neighbour (KNN), Naive Bayes, Decision Tree, and Ensemble classifier with their paradigms. Results: The handcrafted features such as histogram of oriented gradients, local binary pattern features, and grey level co-occurrence matrix are extracted from the MRI, and the feature fusion technique is adopted to enhance the dimension of feature vector. The Fine KNN outperforms among the classifiers for recognition of 4 kinds of MRI: glioma, meningioma, pituitary, and no tumour, and achieved 91.1% accuracy and 0.95 area under the curve (AUC). Conclusions: The proposed method, i.e. Fine KNN, achieved 91.1% accuracy and 0.96 AUC. Furthermore, this model has the possibility to integrate in low-end devices unlike deep learning, which required a complex system.","2022","2026-06-16 14:03:41","2026-06-16 14:03:41","2026-06-16 14:03:41","268-274","","4","26","","wo","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\QXZQ3HDJ\Pattanaik et al. - 2022 - Brain tumor magnetic resonance images classification based machine learning paradigms.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UAW469ZH","journalArticle","2022","Nawaz, Syed Ali; Khan, Dost Muhammad; Qadri, Salman","Brain Tumor Classification Based on Hybrid Optimized Multi-features Analysis Using Magnetic Resonance Imaging Dataset","Applied Artificial Intelligence","","0883-9514, 1087-6545","10.1080/08839514.2022.2031824","https://www.tandfonline.com/doi/full/10.1080/08839514.2022.2031824","Brain tumors are deadly but become deadliest because of delayed and inefficient diagnosis process. Large variations in tumor types also instigate additional complexity. Machine vision brain tumor diagnosis addresses the problem. This research’s objective was to develop a brain tumor classification model based on machine vision techniques using brain Magnetic Resonance Imaging (MRI). For this purpose, a novel hybrid-brain-tumor-classification (HBTC) framework was designed and evaluated for the classification of cystic (cyst), glioma, meningioma (menin), and metastatic (meta) brain tumors. The proposed framework lessens the inherent complexities and boosts performance of the brain tumor diagnosis process. The brain MRI dataset was input to the HBTC framework, pre-processed, segmented to localize the tumor region. From the segmented dataset Co-occurrence matrix (COM), run-length matrix (RLM), and gradient features were extracted. After the application of hybrid multi-features, the nine most optimized features were selected and input to the framework’s classifiers, namely multilayer perception (MLP), J48, meta bagging (MB), and random tree (RT) to classify cyst, glioma, menin, and meta tumors. Maximum brain tumor classification performance achieved by the HBTC framework was 98.8%. The components and performance of the proposed framework show that it is a novel and robust classification framework.","2022-12-31","2026-06-16 14:05:34","2026-06-16 14:05:34","2026-06-16 14:05:34","2031824","","1","36","","Applied Artificial Intelligence","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\9PWL2GF8\Nawaz et al. - 2022 - Brain Tumor Classification Based on Hybrid Optimized Multi-features Analysis Using Magnetic Resonanc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YM9R8G9","journalArticle","2026","Safy, Mohammed; Abd-Ellah, Mahmoud Khaled; Bayoumi, Esraa Salah; Salama, Gerges M.","Adaptive multi-feature fusion architecture with optimized learning for high-fidelity brain tumor classification in MRI","Scientific Reports","","2045-2322","10.1038/s41598-026-38672-8","https://www.nature.com/articles/s41598-026-38672-8","Brain gliomas represent one of the most aggressive cancers worldwide and remain difficult to diagnose accurately at an early stage. Although computer-aided diagnostic (CAD) approaches have progressed notably in recent years, distinguishing between high-grade glioma (HG-G), low-grade glioma (LG-G), and healthy brain tissue on magnetic resonance images is still a major challenge. To address this issue, we propose a multi-stage framework designed to push the boundaries of current classification methods. The framework begins with a preprocessing phase that integrates Adaptive Gamma Correction (AGC) for improved contrast adjustment with a Denoising Convolutional Neural Network (DnCNN) for noise removal. Feature extraction is then carried out from three representative layers across three fine-tuned transfer learning CNNs (TRCNNs), where each model is optimized by a different algorithm. These deep representations are combined with handcrafted texture measures based on the Gray-Level Co-occurrence Matrix (GLCM), producing nine unique CNN–GLCM Fused Feature (CGFF) sets. The resulting hybrid descriptors are evaluated using several strong classifiers such as Random Forest (RF), Extreme Gradient Boosting (XGBoost), Light Gradient Boosting Machine (LightGBM), and Support Vector Machine (SVM), along with a stacked ensemble to reinforce stability and robustness. Performance significance was verified through the Friedman statistical test, with p < 0.05, confirming the reliability of the improvements. The framework achieved 99.05% accuracy, 98.99% recall, 99.52% specificity, 99.08% positive predictive value (PPV), and 99.54% negative predictive value (NPV), consistently surpassed state-of-the-art (SOTA) methods across all reported metrics.","2026-03-09","2026-06-16 14:07:41","2026-06-16 14:07:42","2026-06-16 14:07:41","8498","","1","16","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\FERRA\Zotero\storage\7M5RRADK\Safy et al. - 2026 - Adaptive multi-feature fusion architecture with optimized learning for high-fidelity brain tumor cla.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9668NTQW","journalArticle","2025","Anish, Joice J; Ajitha, D","Exploring the State-of-the-Art Algorithms for Brain Tumor Classification Using MRI Data","IEEE Access","","2169-3536","10.1109/ACCESS.2025.3579727","https://ieeexplore.ieee.org/abstract/document/11036710","Brain structural magnetic resonance image (MRI) is a very useful way to learn about the structure and function of the brain. For doctors, finding and classifying brain tumor (BT) is a routine and difficult procedure. Digital image processing methods such as segmentation, classification, and pre-processing may assist medical practitioners in diagnosing certain forms of brain cancer, finding tumors, and observing small changes. In this paper, cutting-edge machine learning (ML) and deep learning (DL) techniques are used to show how BT is currently being diagnosed with MRI images. This study is about the algorithms, datasets, and model designs that different researchers have utilized for classifying BT images. The study also looks at how well AI algorithms work now, what problems they face, and what possible research paths they could follow in the future. This study aims to keep experts up to date on the latest developments in this challenging area and get them interested in it again. BT classification using MR scans may be accomplished using computer-aided design (CAD) systems by using digital image processing techniques including segmentation, classification, and pre-processing. In this paper, we discuss the traditional ML and DL methods for detecting BT. This study takes a look at the present state of the art in methodology and may be used to create plans for successful diagnostics of additional brain diseases employing different MRI techniques.","2025","2026-06-16 14:14:56","2026-06-16 14:14:56","2026-06-16 14:14:56","118033-118054","","","13","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\FERRA\Zotero\storage\WZKKJ2K9\Anish and Ajitha - 2025 - Exploring the State-of-the-Art Algorithms for Brain Tumor Classification Using MRI Data.pdf","","","Accuracy; Brain modeling; brain MRI; Brain tumors; classification; Classification algorithms; Computational modeling; deep learning; image processing; Image segmentation; Machine learning; Magnetic resonance imaging; Medical diagnostic imaging; Solid modeling; tumor detection; Tumors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7YM9TPCE","conferencePaper","2025","Rani, D. Sandhya; Adepu, Anjaiah","Optimized Feature Extraction and Selection-Integrated Machine Learning Framework for Accurate Brain Tumor Severity Classification and Diagnostic Tool Development Using MRI","2025 2nd International Conference on Artificial Intelligence for Innovations in Healthcare Industries (ICAIIHI)","","","10.1109/ICAIIHI67124.2025.11403526","https://ieeexplore.ieee.org/abstract/document/11403526","The early and accurate assessment of the severity of intracranial tumors is an essential step for the prognosis of brains recovery of patients and for the timely treatment. In this study, we propose an improved machine-learning framework, which combines advanced feature extraction and selection techniques to improve the classification of brain tumor severity of magnetic resonance (MR) images. The framework needs to solve two challenges: how to select the most discriminative features from the high-dimensional imaging data and how to make the diagnostic solution of the model interpretable and useful for clinic diagnosis. First, a range of predefined and learned features (handcrafted and based on deep learning) were computed from preprocessed MRI scans capturing textural information of tumor regions, morphological and spatial features. The chosen features were used as an input to several machine learning classifiers, such as Random Forest, Support Vector Machines, and Gradient Boosting, after hyperparameters were calibrated using Grid Search as well as Bayesian Optimization to make the best contribution from the model. Benchmarking was benchmarked on public benchmarks of brain tumor datasets and showed significant increase in classification accuracy, sensitivity and specificity compare both with the baseline models. Moreover, the optimal model was incorporated in a user-friendly diagnosis tool which can automatically analyze MRI as well as support real-time severity prediction. The application interface shows a radiologist or clinician how to upload MRI images, obtain classification outputs, and interpret relevant feature insights as phenotype-matcher is being used, enabling model transparency and trust for the AI-assisted decisions. In conclusion, this work provides a new, scalable, and clinically relevant machine learning solution for brain tumor severity stratification. Combining strong feature engineering with model optimization and tool development, the work bridges the divide between theoretical innovation and practical diagnostic utility, and lays the groundwork for more accurate, interpretable, and accessible neuro-oncological assessments.","2025-12","2026-06-16 14:15:53","2026-06-16 14:15:53","2026-06-16 14:15:53","1-10","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Accuracy; Benchmark testing; Brain modeling; Brain Tumor; Brain tumors; Classification algorithms; Diagnostic Tool; Feature extraction; Feature Selection; Machine learning; Machine Learning; Magnetic resonance imaging; MRI Classification; Optimization; Technological innovation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 2nd International Conference on Artificial Intelligence for Innovations in Healthcare Industries (ICAIIHI)","","","","","","","","","","","","","","",""
